StudyInstanceUID,group,fold
1.2.826.0.1.3680043.8.498.13078834627392793401892111941627273421,386c572babb2aabf44b48857da1cd113,3
1.2.826.0.1.3680043.8.498.13079170182386765602129976624023222742,7aebbb91292bc32a5677779055437372,2
1.2.826.0.1.3680043.8.498.13086260989634665810181105278930088749,9a2d11f8a8feb788538be3d040239f6b,3
1.2.826.0.1.3680043.8.498.13087770868099843948960419968576882974,76d51615be87c295a12f67dcab001ee3,3
1.2.826.0.1.3680043.8.498.13088550794087945662322609097092458487,8c7b409d239a9200b49755221659b381,2
1.2.826.0.1.3680043.8.498.13092094949394905924922534008771583745,5a09e05d268c03dc05d867864ccf5fda,3
1.2.826.0.1.3680043.8.498.13093528938282977263747792690249036456,90ac1f8c80c9e82690f136e429512088,4
1.2.826.0.1.3680043.8.498.13093751810869039645959119469231437894,e60ee1caf00739231190139ad6938017,1
1.2.826.0.1.3680043.8.498.13096288495834275184930201615129174987,66f25399596d076f27c07360c69e3d5b,2
1.2.826.0.1.3680043.8.498.13099702881219862576749493772702888064,ad3c3e233e27e5e970f35c17010eaf78,2
1.2.826.0.1.3680043.8.498.13102058401501684064017656674827527261,7d6798631cf16bb28f018fe530b4a213,4
1.2.826.0.1.3680043.8.498.13103513835731355705707295729643672786,2e2d7d2dcd5bff677f3a77e619d9e03e,4
1.2.826.0.1.3680043.8.498.13108275880471592702987713766776683590,bbba549da962b5b0da111dfc8eb0a235,2
1.2.826.0.1.3680043.8.498.13113623966675790946816351311283701141,797f8270bfdec6dd9b62d95ff6962864,0
1.2.826.0.1.3680043.8.498.13114228294359876639109410575915394712,bc01e32d0fdd3cc2fc25da8d5a7ee004,3
1.2.826.0.1.3680043.8.498.13114693814781737495494700902699619138,90ca0a775566f0f89e27ea7ae7cfee2c,2
1.2.826.0.1.3680043.8.498.13116941594523500503401720636978356127,c47b774258cb6708832eadba793ebba7,3
1.2.826.0.1.3680043.8.498.13118325043138522704531128725514354285,ceb425d00cada18f842920f959507e0e,1
1.2.826.0.1.3680043.8.498.13118532243906060645114391749986421707,2d967a4f0d859995ffb42076e8426f87,3
1.2.826.0.1.3680043.8.498.13125910783461518266627225743585018143,006b5688a90ccd9dd16f41a413838b49,0
1.2.826.0.1.3680043.8.498.13126070481622692281046898445918832841,9b98dd6a06c427db0f2dc045a5b4abae,0
1.2.826.0.1.3680043.8.498.13126380916005729420163981055214890048,89c8dc2f661a6be0086364d8ff2b6f8c,2
1.2.826.0.1.3680043.8.498.13128352910661672966143173193241171100,dcb266af2ccb999c25add45527ed7d44,0
1.2.826.0.1.3680043.8.498.13128506994126383651503283021834372142,da38cb9159c5b17ff9627a0b989466f4,4
1.2.826.0.1.3680043.8.498.13129258242739880102472095242703169773,b0ca89523dae203078f2a007bf018536,1
1.2.826.0.1.3680043.8.498.13130534736322715018024786213131944607,36b46b8d28d975f188c4d0050a9ce856,4
1.2.826.0.1.3680043.8.498.13131420451380633781538717117200087258,89c9d9e79f950c48456fb8581fd1c1e4,2
1.2.826.0.1.3680043.8.498.13133755791254469039849289186598412660,4f06fded088fe36edf07a29ce5205ca9,0
1.2.826.0.1.3680043.8.498.13135567399913958681613600650440761032,294b5c53227f09a49f397484883e129e,3
1.2.826.0.1.3680043.8.498.13136367866260644484250529322937554927,5d56990313e1f55c2c6be1f9fbec2d3a,4
1.2.826.0.1.3680043.8.498.13136392756016978765204420377500607545,73e50a3ec28a345f0b2b978ba0e4b068,1
1.2.826.0.1.3680043.8.498.13137510961466386836387239510287919268,62476c27330c7bb957ddfeee10394a3d,3
1.2.826.0.1.3680043.8.498.13137549927896953291645459480590055925,305110538c2afba60d347dd8c5aa6901,4
1.2.826.0.1.3680043.8.498.13139684164906828131777150061532685584,0c91b0bd698caf4f234315b10c072a8b,2
1.2.826.0.1.3680043.8.498.13143446880514535170343243531129864116,0a3a33b56580b6cc9a725985afacb8a7,2
1.2.826.0.1.3680043.8.498.13146466304138609448483938844487385775,c6ad0a0ae75c70c3f273d12092169a25,2
1.2.826.0.1.3680043.8.498.13147249459968468500804358644901642270,18de5460a03cea44876559c521f26943,4
1.2.826.0.1.3680043.8.498.13148805278538458401210722493048566510,d5fec1b30bc05d1f5961394f87715d4f,2
1.2.826.0.1.3680043.8.498.13150780733560495803861509587935093776,9a452167779d7f27c1c1628711a63f04,3
1.2.826.0.1.3680043.8.498.13150794288945922409613136250303663502,8cd0a85e457bb6bca274c6705664b5b1,2
1.2.826.0.1.3680043.8.498.13151845892175420505816340845155354956,bc1db013b592b6d0430bcccf706af8f8,3
1.2.826.0.1.3680043.8.498.13152690996267297597178587721720788387,45c37eaecf6fbc1fd37992ef6a3ac857,0
1.2.826.0.1.3680043.8.498.13155572156594271049520969168607160312,3841f2f4f38bdd36d0a7a630338c54af,1
1.2.826.0.1.3680043.8.498.13157776420553094741176082047621957775,f5baefa646176b6fcb47f917246d90e3,0
1.2.826.0.1.3680043.8.498.13158227087287104386790063637592969032,de827ac5326437b695e883488aab41e2,2
1.2.826.0.1.3680043.8.498.13158644154518335426512578922874968296,5045d3fcdb96965eba4fe00646e003b3,4
1.2.826.0.1.3680043.8.498.13162284470388627411596358366248494046,2e80f7afa4fd6cb9e676c8ca2406699e,4
1.2.826.0.1.3680043.8.498.13162479706670045075896993021883562680,932ba6eedb9bd674968af8855c6755a5,1
1.2.826.0.1.3680043.8.498.13163727085668231782866823012535268245,4104bcf754f9be16be8bc6f5f8cf591d,1
1.2.826.0.1.3680043.8.498.13165770394160595162984722917452661205,045ad991765ae4250a59972bef401b26,4
1.2.826.0.1.3680043.8.498.13167727300538353052482338786183678684,97dfcdd555722464a36707962533eb3f,1
1.2.826.0.1.3680043.8.498.13172295193446466338347273836250944090,2e69a1927782e15d0804a6822ab658dd,4
1.2.826.0.1.3680043.8.498.13173050135651736408720687361834045815,41f7383b44acd84b63745a7f7c2dd22d,2
1.2.826.0.1.3680043.8.498.13173781757294564816839795307893228067,af588f22790daff7c6463164011bda2e,0
1.2.826.0.1.3680043.8.498.13173926977743814814616127342102020710,4954f34568c4b56ebd99e5b0472e5688,1
1.2.826.0.1.3680043.8.498.13176146790594027813190776550419533937,ed916f33eff559e3550d7595c5444325,1
1.2.826.0.1.3680043.8.498.13179169600887013946657470830682778717,0101a89bd7b501a2902ac1c8f6542675,2
1.2.826.0.1.3680043.8.498.13179829911816163852815103052496326166,0ea1c33db80651829f2195005e9e0411,3
1.2.826.0.1.3680043.8.498.13197409499722328227876152940338160369,ade81df88279c80f8936bf3f5cd09cda,1
1.2.826.0.1.3680043.8.498.13199635020145400856987271814458645896,d378b85ecc0dc247bf96eb8633b591a3,3
1.2.826.0.1.3680043.8.498.13200225436827306542001129042739578441,45b1cf7a70ed057a03140e6a165af550,4
1.2.826.0.1.3680043.8.498.13203246712933982189680087013566455075,4f4f85c3ade6b8841c891d6dc8637aaf,4
1.2.826.0.1.3680043.8.498.13207489724395276840990928372610055495,8ee5135285e60e4feaac0bcc4db798ad,2
1.2.826.0.1.3680043.8.498.13210084125872700841685814144002495145,cfb5c72683c4b5cc29ed1473117898fa,3
1.2.826.0.1.3680043.8.498.13211838518836535713919214396985811434,fdb15b537124f2bd8f080048450ac553,0
1.2.826.0.1.3680043.8.498.13212280182729018182073794487313115605,97d29dd6bbabe6ed1502f428cdc9ccb6,2
1.2.826.0.1.3680043.8.498.13214267416673058581197714011913363750,36930cebba8c3d4db19b412faaf84313,0
1.2.826.0.1.3680043.8.498.13222515831888962408632292783773537312,034889f4d711295843e095d22d2640e2,4
1.2.826.0.1.3680043.8.498.13224933005220329091792052916905776921,53acd5c7b8d75d64594e4cda17e14501,0
1.2.826.0.1.3680043.8.498.13226961394403558608712498872213808226,72c123872de7accb371e8be4c391b9f1,0
1.2.826.0.1.3680043.8.498.13229563888378977350299319159748823477,e17bdeb718f34c13b66473d5a99ae53b,1
1.2.826.0.1.3680043.8.498.13232501202175905676335982676386953813,dfb893a9200b12d80be8b82f2326d54c,1
1.2.826.0.1.3680043.8.498.13234278816788324761159326624155958655,4037d60259fe31aee2fb3dfdf6835782,1
1.2.826.0.1.3680043.8.498.13240749152416621711688053465035013133,037ed66f05f12d65ee8eaae6b68f7f94,0
1.2.826.0.1.3680043.8.498.13242536312535334908597493894251783308,3cc8d3f66778032653dbfa889a0da5f7,2
1.2.826.0.1.3680043.8.498.13245409855393847268063261203253424169,d054112231cb831f5a09bbb8c1d30e8f,2
1.2.826.0.1.3680043.8.498.13246496699722524712272293738359002501,8411006e026553e9aca0e1c6cdfaddfa,0
1.2.826.0.1.3680043.8.498.13256173302993031630968402868348974108,bb1bab0e69a372ebfdfed8ef621df627,2
1.2.826.0.1.3680043.8.498.13261595972961358158990410740461308054,4d301027e80cd7613e139770a5893346,4
1.2.826.0.1.3680043.8.498.13262053361139017457941697384315610025,e9ea6100f435e7d1b48e475c5b6d0e4d,0
1.2.826.0.1.3680043.8.498.13262473718294425031790270527413368245,19855d09fca3eb24c7ae243f3077a3d1,2
1.2.826.0.1.3680043.8.498.13262583253812134425581922368942846684,df230aa63f759783135edd66175695b7,0
1.2.826.0.1.3680043.8.498.13263128568157735797391439005687112733,b30001b7d6ab43771a41077b9e18a8d0,0
1.2.826.0.1.3680043.8.498.13267708980958529833316446819156908381,e0cbc443ab03b521805544338c66565f,1
1.2.826.0.1.3680043.8.498.13267780356245120052411517053322874891,2577b03cfa17cd34536cbc8d631b3f83,0
1.2.826.0.1.3680043.8.498.13269841239774089690227054060975903636,3abf7d1dc549468c17566c89455f2862,1
1.2.826.0.1.3680043.8.498.13273890409523605456488117581706115075,f242133d63228458e8db4b1220411b93,3
1.2.826.0.1.3680043.8.498.13280017707177438711374726939683941320,0fa40b1913bc3ac3f51ed831c58e6fe6,1
1.2.826.0.1.3680043.8.498.13283411144589724334502427926341646116,f3a20d611f4dca0fefd7c2a02f20c950,1
1.2.826.0.1.3680043.8.498.13284123714012951608998434802430211634,38ab3e9bcd67cd2472d3d21cb56fa5b3,4
1.2.826.0.1.3680043.8.498.13286048014183811835847662577023535662,ff251e41c3f801d5187fbc5fab3f5900,1
1.2.826.0.1.3680043.8.498.13288244567806030859347115222642155186,ff2335e211f06cb463a496c8c6d371fa,2
1.2.826.0.1.3680043.8.498.13290698873574296175460151724606672982,7108fe35c2a2e73e5cf27928abf9ebcb,3
1.2.826.0.1.3680043.8.498.13291943370279119939499960846843879156,e8f84653f7ef1d2592d7d3d1430636a0,0
1.2.826.0.1.3680043.8.498.13295231176137292542631413614945667314,5fbbb60dc33dc5799307b71d948f3dd7,2
1.2.826.0.1.3680043.8.498.13295633458001436592005068637719195786,235c2039fe237af6063857e332d2c6b7,4
1.2.826.0.1.3680043.8.498.13297973188397662905314777604089528518,a98c20a951c64bf45fc552e9dfd6900d,3
1.2.826.0.1.3680043.8.498.13309299049346932814529962458932580753,ae0a2bad55eb6f243549129e7394ceb6,2
1.2.826.0.1.3680043.8.498.13312139694018789912028129989483016875,f4ab435a377a2986654c6abf36a327f3,2
1.2.826.0.1.3680043.8.498.13314276151860609710431717811242659651,6811e3983727f9992fb61f8acf042a3b,1
1.2.826.0.1.3680043.8.498.13319886927127591971322856062062654146,484f53920065e1cbc64f6e63af820bf0,1
1.2.826.0.1.3680043.8.498.13321746459276191365724686301267421531,80a44cec206c7aa75cd2f7e7187bac28,4
1.2.826.0.1.3680043.8.498.13323187196249612936800308722675884644,eb496efbe06dc61db4c0aedbfce00539,2
1.2.826.0.1.3680043.8.498.13328029743559327467301971917273397645,f96c42d7bcc58eefcf6a52cf0d8a652c,2
1.2.826.0.1.3680043.8.498.13330694332190836651711643932953274573,28e20fa7fe981dc8b936ce9bd46980a9,0
1.2.826.0.1.3680043.8.498.13332521365069604440230185026865466121,37f24cc62ed5aa395a460678d9ca1eca,1
1.2.826.0.1.3680043.8.498.13335129881737731410081002627729200903,642e476dea120355dcda7f10f28758f9,1
1.2.826.0.1.3680043.8.498.13335786652653204791740906118815827207,e49b7410a3492859418f6652dc64a5da,0
1.2.826.0.1.3680043.8.498.13341507176140340924941654608476073030,7df9bfdcfdb706c87a8f43b8f70a4ae4,1
1.2.826.0.1.3680043.8.498.13353249891620291438488727876474802879,ac7496f6a8e1290cff0d43c2fc71d594,1
1.2.826.0.1.3680043.8.498.13353409340862821090624127486679097099,7f01006a935c42ae05dff1ef8c61f237,0
1.2.826.0.1.3680043.8.498.13353966209257569249620562863006006441,cf0af91c2f1b1f603e8824e31af8af8b,0
1.2.826.0.1.3680043.8.498.13357923062946813820390731946535198170,f7216dd5d134c2c50c6b7cc78ba7518d,4
1.2.826.0.1.3680043.8.498.13358702230966891064267033765095124604,2c68c6c3893e4136e193bd2e9c1aeaad,3
1.2.826.0.1.3680043.8.498.13361877959630120404875545203408927433,76398dc7291aaee9c2d590a034dfd5cd,1
1.2.826.0.1.3680043.8.498.13363562142644508091380459785810556567,163fe20f9508de6f718c8245876a0d14,1
1.2.826.0.1.3680043.8.498.13363856251607349805111249441972460575,7e735f81ce33ed330b810855749c0551,1
1.2.826.0.1.3680043.8.498.13367691581890020433564928882602648123,efcd2ca231c153fbbdd6cfec3a9ee84b,0
1.2.826.0.1.3680043.8.498.13367740087756379568826046059252678700,05dc4a911b88785c2770fbffbc4ddb04,3
1.2.826.0.1.3680043.8.498.13368881691140330168876825436602977388,ac306a4af20d9af748fd4b3c2addf052,1
1.2.826.0.1.3680043.8.498.13369443704765101449274062863864122737,a6c4463783d7b1ac1348c6a85efb51c5,3
1.2.826.0.1.3680043.8.498.13371001997511542011416510364359588752,bf6e58bc261da8b033669057ea83e3d2,3
1.2.826.0.1.3680043.8.498.13377426362348493372112241208607685717,a42421234acbdd8b32691d4ef90df3b5,3
1.2.826.0.1.3680043.8.498.13380735447520796902327272696579348141,bc65db22d5bb7c843b4f54d7165f4b55,0
1.2.826.0.1.3680043.8.498.13383972749798909973472489456126521194,e80c9a45a504df0fc811679166465304,0
1.2.826.0.1.3680043.8.498.13390551515761269433524925969561757962,144e3b0ca49fc1b4ef91eb6c2435a86a,1
1.2.826.0.1.3680043.8.498.13391735462825209934041441767886593395,db73fd243fdc0a299c7e2ba81358bad0,4
1.2.826.0.1.3680043.8.498.13393268272072264469105890769640363680,33853743d9cedf212c6cb83288c4e1aa,1
1.2.826.0.1.3680043.8.498.13399254446600380420635633478666850540,cdaac90ede83fe24031ff0064af8932f,4
1.2.826.0.1.3680043.8.498.13400273795954308944359576841942016981,63b7bdbc3ef796105edeb98fa85cc112,0
1.2.826.0.1.3680043.8.498.13405120554981098042415743645998258385,bfa130b2f9cd8c085c7789dffa57af65,0
1.2.826.0.1.3680043.8.498.13430522388784978790587514142693914965,15de2c797c879a9304637f6af618d970,1
1.2.826.0.1.3680043.8.498.13440909104569690641314836192184434461,dd0622d2513df46325722f6d952f20fb,2
1.2.826.0.1.3680043.8.498.13455212888114594010716499984611216646,2d4a59834719d4c8ab13b7f4f731ba44,1
1.2.826.0.1.3680043.8.498.13459473184684263663596121399737033933,0a87632f33c17835a0fc6fe06c5dcfae,4
1.2.826.0.1.3680043.8.498.13460078631594032326006554321483799928,ffd8183158893b53e7320e88f20f83ce,2
1.2.826.0.1.3680043.8.498.13460268079835549295338279322112693785,064075e9624aa22532ca5b5ed95ab795,3
1.2.826.0.1.3680043.8.498.13461073016327661159616957998589287085,80fde2878fdbb0faff0d621391e229ef,4
1.2.826.0.1.3680043.8.498.13463672277039459152171414002273376185,f63b5ea8f7f62056f30e990cb800a213,1
1.2.826.0.1.3680043.8.498.13505671694940677161128783863912245059,02d8eb6b636a0d63dd240ba08aff7bf1,3
1.2.826.0.1.3680043.8.498.13575953449958751965232580597585303226,eaad55e7ea784f29b2fa7ac5ebbba0a5,1
1.2.826.0.1.3680043.8.498.13597463452741791628023738080583139636,f5f3dfe5ad6c194bfb4c886bdde1d6c7,2
1.2.826.0.1.3680043.8.498.13616982533395291590655841043722813973,717f7aa0d70ff85ca034ea2b075e7b19,2
1.2.826.0.1.3680043.8.498.13660439785395658826946769630921591235,fdaecfbfb3aa3623fd7ca0fec89a45bd,0
1.2.826.0.1.3680043.8.498.13695989890112408005495264068064110179,ea02b4a164385508389879d25eaa3c5d,3
1.2.826.0.1.3680043.8.498.13737588520456064856233576393747389054,ada1b6fc8d0e80b85f3f727901fc2540,2
1.2.826.0.1.3680043.8.498.13762716088334302039143651507177887969,36930cebba8c3d4db19b412faaf84313,0
1.2.826.0.1.3680043.8.498.13829111847660458141056077151781118782,7ce434c31fed92c42cdeb6a51dc9b220,0
1.2.826.0.1.3680043.8.498.13843368750899904654034226115826130084,c122d8bb7af39037262386e62df6d1b6,4
1.2.826.0.1.3680043.8.498.13879163301346984697246311226647565712,08aa91ed181f8e2cd3690228f70d75c6,1
1.2.826.0.1.3680043.8.498.13915367834258386094001181500560177470,9768bb69bdf437ded38d2e4fc1cf7134,0
1.2.826.0.1.3680043.8.498.13958765761660666865188384031150827763,064d75b9cd71bbbbc7bacaf2aa2a4e3d,4
1.2.826.0.1.3680043.8.498.13972325309264527611989585341636140156,59ded94bc1ed01ff8ec98833de7e1b2c,4
1.2.826.0.1.3680043.8.498.13975027824128345697756313869165838055,4bb1d12bcba7b42fc7d0906935fcdbf9,0
1.2.826.0.1.3680043.8.498.14024129019390041106306062001538710978,c339f091967f7314948ecadec214911b,0
1.2.826.0.1.3680043.8.498.14032903253348079919799627243690484791,86c723188f481ec190fd1361bf23b474,2
1.2.826.0.1.3680043.8.498.14061227335828384505403558788548348446,6209553f162d9bc42376940dfd525b2a,3
1.2.826.0.1.3680043.8.498.14066537811671722419109228137841995847,26dcee19b2cc94bb24f0126095034211,3
1.2.826.0.1.3680043.8.498.14117402902169664329719927863268363596,52800fcae1ac7ecab2cb7a128cb1737b,1
1.2.826.0.1.3680043.8.498.14137431039800236510749401303688858447,5e103a41d9d9a273566ce04a8e7094c3,3
1.2.826.0.1.3680043.8.498.14188540532926067083914263496492255704,fe773e022c1bb81c37a29b35d0ee42e4,4
1.2.826.0.1.3680043.8.498.14218113768651197803980865495163189825,17e29048ea739ee8d93ed33b4d16dc1e,0
1.2.826.0.1.3680043.8.498.14229598279617168024212382336641104878,0782c049b1a348b6cb3c990d34173a9c,4
1.2.826.0.1.3680043.8.498.14236519693915284584208989450687591759,7b6d024176b37ee7e939873825fff47b,3
1.2.826.0.1.3680043.8.498.14300107110014472682373589824643789093,11d9cc08e3cdb9741eeb05dd4afffcab,0
1.2.826.0.1.3680043.8.498.14325424371811230497993759959862738838,1043d2b05853ee75288568f0f99f069a,4
1.2.826.0.1.3680043.8.498.14347036698014475959973071477777915575,8d83ea1110ad2a6ff13f7dbacde364c0,4
1.2.826.0.1.3680043.8.498.14377917653321813299237274871837695586,9a5a69ab6dc028dcee9149b644ee3744,0
1.2.826.0.1.3680043.8.498.14400292895187181989838122627394761532,d1e3aca4172b2956dcd32db2cf2671da,3
1.2.826.0.1.3680043.8.498.14453847272947043746856632410254555895,6da0cf05fcc7de9ec08a8e2a5eaf180d,1
1.2.826.0.1.3680043.8.498.14472261871417480346162193127520918127,04036cc622397bc863603662c40b8759,0
1.2.826.0.1.3680043.8.498.14477978091360159774052709992034078166,648fedeb41b64916ef471f3104ee9f00,3
1.2.826.0.1.3680043.8.498.14479913217228604289584726096114526268,abd39ab53009fa7969b1606789116fc7,2
1.2.826.0.1.3680043.8.498.14490539215064287912254286565666891557,4a2cfb10fec0b34fe4f6d693638dc8b2,3
1.2.826.0.1.3680043.8.498.14495028403937132710814780922642512791,2640a055c917eccfb8069dafe72b96cd,4
1.2.826.0.1.3680043.8.498.14511862461248267537051973802039959211,537b18528128cd0f2b9a20bd906075e3,3
1.2.826.0.1.3680043.8.498.14558486491688263090686005096911018438,c1969c28bc6d81c9ffcbc735f5bd6fa0,4
1.2.826.0.1.3680043.8.498.14679140388328648617386311272361396555,66936137a9f68960765f5eefdc40718e,3
1.2.826.0.1.3680043.8.498.14728068688166107022558957899468489735,5cd59dcc585dd4606c124aca119881f2,3
1.2.826.0.1.3680043.8.498.14744714658078107007743063095375646143,25962a0684e4cfd0ed744dd605ddf1fa,2
1.2.826.0.1.3680043.8.498.14770617961376953596780345652892307570,38d9f996ffaf1d48a7cc522be5a7afe1,4
1.2.826.0.1.3680043.8.498.14776241668061173271058268311868302014,086dddecd1171fa38e232ea46a027f7c,1
1.2.826.0.1.3680043.8.498.14806659119591146961784818305031900863,5d0c2aff19019705e2a362859c28f18b,4
1.2.826.0.1.3680043.8.498.14845527334849156639306067473358712770,cddca48853727f3eb5d528e06d3da544,0
1.2.826.0.1.3680043.8.498.14850534390650184292244380816212794996,b87370d60646c5530551e3491a0bffbe,3
1.2.826.0.1.3680043.8.498.14958560978176121375035839707004667832,d595b1aaf3009277e55e9e602db64188,2
1.2.826.0.1.3680043.8.498.14959561028578335448289993045623217861,718e79b03d946e9877fb385093bd4095,2
1.2.826.0.1.3680043.8.498.14959732862523218997149041503831001633,2aa6f3ea3f7bfdef838de9e74aa17b2f,3
1.2.826.0.1.3680043.8.498.14963472809950919852176661973255059069,18e162041d85c2043a5706898fd4d14a,2
1.2.826.0.1.3680043.8.498.15024602758408626305833210011882949904,9f8d748be59e4acacdba70d5fb4c6124,0
1.2.826.0.1.3680043.8.498.15025957400098336605043184930980421418,a625f2d044c7a633bba78df2fdbe44e7,4
1.2.826.0.1.3680043.8.498.15065556607080211420503043544482923211,b0eb66dc943be532525434e4305dd6cd,0
1.2.826.0.1.3680043.8.498.15090991392324602559982474708414427621,ba8cfb1cfd74a9791401bd2e2df544e2,0
1.2.826.0.1.3680043.8.498.15103255966832759925770334719703425755,fd3ad3e59c43f9efab33ff60a44f15ae,1
1.2.826.0.1.3680043.8.498.15133818248365103660456294775831248835,7beee33b483c2fbbd456d3ff90fade98,1
1.2.826.0.1.3680043.8.498.15219410096632334470101257478715035071,4d185023d710a4fa6222db792219938d,1
1.2.826.0.1.3680043.8.498.15219824433491621460467738389345697247,bb4f0d2cec171cb340fc53ec3230ef79,2
1.2.826.0.1.3680043.8.498.15297444019822621504849851092382560980,0b5c976402421792e8710dbd174d4944,2
1.2.826.0.1.3680043.8.498.15326951535563258414956521742264374802,24d6fbe0311dfbe2a86db3975abcf2a8,4
1.2.826.0.1.3680043.8.498.15337067581747365729183643142512558411,beb555c2ce067f04772b111a0f8a474f,1
1.2.826.0.1.3680043.8.498.15360150088598749206650025637914821738,243e409b463cfcf56250c53b42f15f55,2
1.2.826.0.1.3680043.8.498.15376535778246978844757121776560020722,d900d9188e26f2167e9e14ae935842cb,4
1.2.826.0.1.3680043.8.498.15399233309269178192583032682669258885,6bf31fef24241b6c5cfe0dce4eb70de7,4
1.2.826.0.1.3680043.8.498.15428051518761311558410606976607852351,9672344cdc242763fce02db676763652,0
1.2.826.0.1.3680043.8.498.15444316810805746453392291780593934328,f0757bf733882c71444edf39824f97de,0
1.2.826.0.1.3680043.8.498.15468179600399954478612037548577772269,d6bfc2e298306db614c34ee036ee6b87,0
1.2.826.0.1.3680043.8.498.15486463042236628073590077209793828847,b725198d8961b9317436df7c7986f990,1
1.2.826.0.1.3680043.8.498.15522600887743817464976568872439594397,e593b2d181f47fbee7c503ea1ea47a78,0
1.2.826.0.1.3680043.8.498.15539098084847502447238233198010208924,658d3d0553c2520e69ad241ca08cadf1,2
1.2.826.0.1.3680043.8.498.15593638897292057356864060466120253309,8c05b956f00236507705f7bfc31b3edc,3
1.2.826.0.1.3680043.8.498.15595595490910196952568459534537629865,62713526a0dbaa9f54cd1498c82a9b14,4
1.2.826.0.1.3680043.8.498.15599161312748548709240395406977042093,cb57fdb2562882dfe65214a650239a33,4
1.2.826.0.1.3680043.8.498.15630146025588580188363070220779173742,8b22a3c81d91b74c2fe207ad2c39f65a,2
1.2.826.0.1.3680043.8.498.15709232000390534671340322807442769184,ec49a671b93cc099bf1d8c12273f6968,1
1.2.826.0.1.3680043.8.498.15744573360087157139672078937679122840,a565d9fc23565f18c35c0d8cb6c9b21a,4
1.2.826.0.1.3680043.8.498.15851463019383290210760064201595021029,253fa4e243021f68433c814c83a47b40,1
1.2.826.0.1.3680043.8.498.15863325224755490561125835019647303556,b495d4e5324b991e31ad95ce432629b3,4
1.2.826.0.1.3680043.8.498.15969838281154273030237391394632849764,833e2b3ea6fcc5b7e91e138dac9ea7ad,2
1.2.826.0.1.3680043.8.498.16046164723877343553376490423345098256,177aa0b55e161fd6143e9c9e2e7beee7,1
1.2.826.0.1.3680043.8.498.16051798246004436152597344963060310360,69e30d2e70bd33c69201660d54e9c54c,0
1.2.826.0.1.3680043.8.498.16060119389060497136231217718921482192,1f8058873d8d6c9e875dea209be68eab,2
1.2.826.0.1.3680043.8.498.16101435445990180482665354366724730305,8c90cce16c44c84849732f23390c999f,0
1.2.826.0.1.3680043.8.498.16158812105029662172517682642229718094,1ac9d24a34cebe3c869ee877961b5984,1
1.2.826.0.1.3680043.8.498.16164261456077269604929662134371603081,04e34096ca66c77355d93e91afa33724,1
1.2.826.0.1.3680043.8.498.16189833935983604051983090678102023832,e364d8d0665de3b89260e8402c2ece44,1
1.2.826.0.1.3680043.8.498.16200518336931321995379999168737787921,dfb893a9200b12d80be8b82f2326d54c,1
1.2.826.0.1.3680043.8.498.16225091905018667993201414191711776943,b0f1601a3ce31969b54d65089ae684bd,3
1.2.826.0.1.3680043.8.498.16258190393569006141285550986533848849,330142373e08e6d4589e67c1fa25056a,2
1.2.826.0.1.3680043.8.498.16318078762749420171833135145622117452,69061deda7c38402bb0243b300923014,4
1.2.826.0.1.3680043.8.498.16338296537380784459604897543069625390,ba325900c41cee084db0119ba7a73f07,3
1.2.826.0.1.3680043.8.498.16364873390453802195568603605191835957,9a807e7d5a1d772535a81e7b15443945,0
1.2.826.0.1.3680043.8.498.16370303687278282143772106415664171358,99dc6cc17ae16baa8af4c3168c45c3e6,1
1.2.826.0.1.3680043.8.498.16397020531009156965821242117417547331,5d61a103bed937287940933231e28957,2
1.2.826.0.1.3680043.8.498.16469256144078887607437578587242258846,31b34e7b708e060a4b4ac02772f620f6,1
1.2.826.0.1.3680043.8.498.16483470188406187000599644150600279596,85d2d7c138b9bff65ea346ee0010c9ae,2
1.2.826.0.1.3680043.8.498.16527747624688737126118546487228060848,b1496aa54283d203064c1c2349970434,1
1.2.826.0.1.3680043.8.498.16534078612126477228267765508485297367,e7ac91cb107684e5583aafedf6ac90c9,1
1.2.826.0.1.3680043.8.498.16538738179840493095338324009830673843,58f6b549c5ee57ed79131f5c79f6bc95,2
1.2.826.0.1.3680043.8.498.16550793987525699514242241133391355835,27bd9f007644270343cbca3ab0b4325b,4
1.2.826.0.1.3680043.8.498.16581426215518472805200227992550139190,8c22f0b39554f4affae0a0ec8ed40101,3
1.2.826.0.1.3680043.8.498.16589468854653713035210251187012168350,f8562ef0592d71e63eb9d50a977daaa8,2
1.2.826.0.1.3680043.8.498.16657553974040122719239506008948241297,6747e1a019a4375d863237fbaad22c89,0
1.2.826.0.1.3680043.8.498.16666020201961191623151386398626511849,a7dafe3c467868c154e5178b165ce4a6,3
1.2.826.0.1.3680043.8.498.16674237773422474998796191258459643061,bf8bdd6ba2f19d8113c418e622433edf,4
1.2.826.0.1.3680043.8.498.16691383858003633107641297162554868325,d57984d39cd48d0a0fa3e643a89034e6,3
1.2.826.0.1.3680043.8.498.16709565360569239280032743619008187278,19a1d0e84faf7a8ca401faa38ee0055a,0
1.2.826.0.1.3680043.8.498.16709696133689803501344038926512501779,2b16d5cf8b834c8209569f3fcbfc07c7,1
1.2.826.0.1.3680043.8.498.16718788321951483456195507236392554704,1cfb6ea342d529e18a43f1f1e55a7352,2
1.2.826.0.1.3680043.8.498.16724013341359693140331158148551346369,b8615c75ad9bad3903ee74a68cadc43d,4
